hist=modern
accomoder=accommoder
accompagnemens=accompagnements
accompagneray=accompagnerai
accompagnerent=accompagnèrent
accompagnoient=accompagnaient
accompagnoit=accompagnait
accompaigner=accompagner
accompliroit=accomplirait
accomplissoient=accomplissaient
accomplist=accomplît
accomply=accompli
accordasmes=accordâmes
accorderent=accordèrent
accorderoient=accorderaient
accorderois=accorderais
accorderoit=accorderait
accordoient=accordaient
accordois=accordais
accordoit=accordait
accouchemens=accouchements
accoucheroit=accoucherait
accourcy=accourci
accouroient=accouraient
accouroit=accourait
accoustremẽs=accoutrements
accoustumay=accoutumais
accoustume=accoutume
accoustumé=accoutumé
accoustumée=accoutumée
accoustumées=accoutumées
accoustumer=accoutumer
accoûtumance=accoutumance
accoûtumé=accoutumé
accoûtumée=accoutumée
accoûtumées=accoutumées
accoûtumer=accoutumer
accoutumerent=accoutumèrent
accoutumeroit=accoutumerait
accoûtumés=accoutumés
accoûtumez=accoutumez
accoûtumoient=accoutumaient
accrediter=accréditer
accrestre=accroître
accreust=accrut
accrocherent=accrochèrent
accrochoient=accrochaient
accrochoit=accrochait
accroissemens=accroissements
accroissemẽt=accroissement
accroissoient=accroissaient
accroissoit=accroissait
accroistra=accroîtra
accroistre=accroître
accroîtroient=accroîtraient
accroîtroit=accroîtrait
accroupy=accroupi
accrû=accru
accueilleroient=accueilleraient
accueilleroit=accueillerait
accueilloient=accueillaient
accueilloit=accueillait
accueuil=accueil
accumuloit=accumulait
accuserent=accusèrent
accuserois=accuserais
accusoient=accusaient
accusoit=accusait
accusoyent=accusaient
achapt=achat
achepta=acheta
acheptasmes=achetâmes
acheptay=achetais
achepte=achète
achepté=acheté
achepter=acheter
acheron=achéron
achete=achète
achetent=achètent
achetera=achètera
acheterai=achèterai
acheteras=achèteras
acheterez=achèterez
acheteroient=achèteraient
acheteroit=achèterait
achetes=achètes
achetoient=achetaient
achetoit=achetait
achettasmes=achetâmes
achette=achète
achettent=achètent
achettes=achètes
acheua=acheva
acheuasmes=achevâmes
acheue=achève
acheué=achevé
acheuée=achevée
acheuer=achever
acheuerent=achevèrent
acheues=achèves
acheuez=achevez
acheuoit=achevait
acheve=achève
achéve=achève
achevera=achèvera
acheverai=achèverai
acheveray=achèverai
acheverez=achèverez
achèveroient=achèveraient
acheverons=achèverons
acheveront=achèveront
achevoient=achevaient
achevoit=achevait
achopement=achoppement
acolite=acolyte
acoste=accoste
acquerant=acquérant
acquéreroit=acquerrait
acquereur=acquéreur
acquereurs=acquéreurs
acquerions=acquérions
acquerir=acquérir
acquéroient=acquéraient
acquéroit=acquérait
acquerons=acquérons
acquerreroit=acquerrait
acquiére=acquière
acquierent=acquièrent
acquiérent=acquièrent
acquiesçoient=acquiesçaient
acquiesçois=acquiesçais
acquiesçoit=acquiesçait
acquist=acquit
acquita=acquitta
acquitant=acquittant
acquite=acquitte
acquité=acquitté
acquitée=acquittée
acquiter=acquitter
acquiteroit=acquitterait
acquitois=acquittais
acquitterent=acquittèrent
acquitterois=acquitterais
acquitteroit=acquitterait
acquittoit=acquittait
acroissement=accroissement
acroist=accroît
actiõs=actions
adapteroit=adapterait
addressay=adressais
addresse=adresse
addresser=adresser
addressoient=adressaient
addressoit=adressait
addressoyent=adressaient
adherant=adhérant
adhérens=adhérents
adherent=adhèrent
adherer=adhérer
adiousta=ajouta
adioustâmes=ajoutâmes
adioustant=ajoutant
adiouste=ajoute
adiouster=ajouter
adiousterent=ajoutèrent
adioustoient=ajoutaient
adioustoit=ajoutait
adioutasmes=ajoutâmes
adiugé=adjugé
adjacens=adjacents
adjousta=ajouta
adjoustant=ajoutant
adjoustay=ajoutais
adjouste=ajoute
adjouster=ajouter
adjousteray=ajouterai
adjoustez=ajouté
adjoustoit=ajoutait
adjugeoient=adjugeaient
admettoient=admettaient
admettois=admettais
admettoit=admettait
administreroient=administreraient
administreroit=administrerait
admiral=amiral
admîrent=admirent
admirerent=admirèrent
admireroit=admirerait
admiroient=admiraient
admirois=admirais
admiroit=admirait
admortir=amortir
admortissement=amortissement
admortissons=amortissons
adonnerent=adonnèrent
adonnoit=adonnait
adopterent=adoptèrent
adopteroient=adopteraient
adopterois=adopterais
adopteroit=adopterait
adoptoient=adoptaient
adoptoit=adoptait
adorerent=adorèrent
adorés=adorez
adoroient=adoraient
adorois=adorais
adoroit=adorait
adoucirois=adoucirais
adoucissemens=adoucissements
adoucissoit=adoucissait
adoucy=adouci
adressast=adressât
adresserent=adressèrent
adresseroit=adresserait
adressoient=adressaient
adressois=adressais
adressoit=adressait
aduãcement=avancement
aduance=avance
aduancé=avancé
aduancement=avancement
aduancent=avancent
aduancer=avancer
aduançoient=avançaient
aduançois=avançais
aduançoit=avançait
aduançons=avançons
aduantage=avantage
aduantageoit=avantageait
aduantages=avantages
aduantageuse=avantageuse
aduantageusement=avantageusement
aduantageux=avantageux
aduanture=aventure
aduantures=aventures
aduantureux=aventureux
aduanturier=aventurier
aduencement=avancement
aduenement=avènement
aduenir=avenir
aduenoit=advenait
aduentage=avantage
aduenture=aventure
aduentures=aventures
aduentureux=aventureux
aduenu=advenu
aduenuë=advenue
aduenue=avenue
aduenuës=advenues
aduerse=adverse
aduersité=adversité
aduerti=averti
aduertie=avertie
aduertir=avertir
aduertirent=avertirent
aduertis=avertis
aduertissemens=avertissements
aduertit=avertit
aduerty=averti
adueu=aveu
aduiennent=adviennent
aduient=advient
aduindrent=advinrent
aduint=advint
aduisa=avisa
aduisasmes=avisâmes
aduis=avis
aduisay=avisais
aduise=avise
aduisé=avisé
aduiser=aviser
adultere=adultère
adultére=adultère
aduocat=avocat
aduœu=aveu
aduouassent=avouassent
aduouë=avoue
aduoüe=avoue
aduoüé=avoué
aduoüer=avouer
aduouerez=avouerez
aduoüoient=avouaient
advance=advance
advancer=avancer
advanture=aventure
advantures=aventures
advantvrevx=aventureux
adventure=aventure
adversion=aversion
adverti=averti
advertie=avertie
adverties=averties
advertir=avertir
advertis=avertis
advertissement=avertissement
adverty=averti
adveu=aveu
advis=avis
advise=avise
adviser=aviser
advoue=avoue
advoüe=avoue
advouer=avouer
advoüer=avouer
ægee=égée
ægée=égée
aërien=aérien
aeriens=aériens
aëriens=aériens
æschile=Eschyle
affaissoit=affaissait
affamerois=affamerais
affecterent=affectèrent
affectionnoit=affectionnait
affectoi=affectai
affectoient=affectaient
affectois=affectais
affectoit=affectait
affermites=affermîtes
affermy=affermi
affichoient=affichaient
affichoit=affichait
affin=afin
affirmoient=affirmaient
affirmoit=affirmait
afflictiõs=afflictions
affligeans=affligeants
affligeoient=affligeaient
affligeois=affligeais
affligeoit=affligeait
affligerent=affligèrent
affligeroient=affligeraient
affligerois=affligerais
affligeroit=affligerait
affoibli=affaibli
affoiblie=affaiblie
affoiblies=affaiblies
affoiblir=affaiblir
affoiblirent=affaiblirent
affoiblirois=affaiblirais
affoibliroit=affaiblirait
affoibliront=affaibliront
affoiblis=affaiblis
affoiblissant=affaiblissant
affoiblissement=affaiblissement
affoiblissent=affaiblissent
affoiblissez=affaiblissez
affoiblissoient=affaiblissaient
affoiblissoit=affaiblissait
affoiblit=affaiblit
affoiblît=affaiblit
affoiblys=affaiblis
affranchissemens=affranchissements
affranchissoit=affranchissait
affrique=Afrique
affubloit=affublait
affust=affût
affuste=affûte
affut=affût
agaçoit=agaçait
agasserie=agacerie
age=âge
agenoüillerent=agenouillèrent
agenouilloit=agenouillait
agens=agents
aggrandi=agrandi
aggravoit=aggravait
aggréent=agréent
aggrégée=agrégée
aggression=agression
agiroient=agiraient
agirois=agirais
agiroit=agirait
agissans=agissants
agissoient=agissaient
agissois=agissais
agissoit=agissait
agist=agît
agitast=agitât
agiterent=agitèrent
agitoient=agitaient
agitoit=agitait
agnes=agnès
agonisans=agonisants
agonisoit=agonisait
agrandissoit=agrandissait
agravent=aggravent
agrea=agréa
agreable=agréable
agreablement=agréablement
agreables=agréables
agreer=agréer
agrémens=agréments
agréroient=agréeraient
aguéri=aguerri
aguéris=aguerris
aiant=ayant
aïant=ayant
aides bergers=aide-bergers
aidoient=aidaient
aidoit=aidait
aigrissoit=aigrissait
aiguillonnoient=aiguillonnaient
aiguisoit=aiguisait
aîle=aile
aîlé=ailé
aîlée=ailée
aîlées=ailées
aîles=ailes
aîlés=ailés
aiman=aimant
aimans=aimants
aimay=aimais
aimerent=aimèrent
aimeroient=aimeraient
aimerois=aimerais
aimeroit=aimerait
aimoient=aimaient
aimois=aimais
aimoit=aimait
aimoyt=aimait
ainé=aîné
aîne=aine
aînes=aines
ainsin=ainsi
ainsné=aîné
ainsnée=aînée
ainzné=aîné
aisee=aisée
aisement=aisément
aisémèt=aisément
aisle=aile
aislé=ailé
aisles=ailes
aislés=ailés
aislez=ailés
aisné=aîné
aisnée=aînée
aissieu=essieu
ajouste=ajoute
ajouster=ajouter
ajoûta=ajouta
ajoûtant=ajoutant
ajoûte=ajoute
ajoûté=ajouté
ajoûterai=ajouterai
ajoûter=ajouter
ajoûteray=ajouterai
ajouterent=ajoutèrent
ajoutérent=ajoutèrent
ajouteroient=ajouteraient
ajouteroit=ajouterait
ajoûtez=ajoutez
ajoutoi=ajoutai
ajoutoient=ajoutaient
ajoutois=ajoutais
ajoutoit=ajoutait
ajoûtoit=ajoutait
ajustast=ajustât
ajustay=ajustais
ajustemens=ajustements
ajustois=ajustais
ajustoit=ajustait
alais=alès
alaiter=allaiter
alarmans=alarmants
alarmeroient=alarmeraient
alarmerois=alarmerais
alarmeroit=alarmerait
alarmoient=alarmaient
alarmois=alarmais
alarmoit=alarmait
albatross=albatros
alchymie=alchimie
alcohol=alcool
alcoholisé=alcoolisé
alcoholisés=alcoolisés
alcove=alcôve
alegé=allégé
alègre=allègre
alegresse=allégresse
alégresse=allégresse
algebre=algèbre
aliena=aliéna
alienation=aliénation
alienations=aliénations
aliené=aliéné
alienée=aliénée
aliener=aliéner
alignemens=alignements
alimens=aliments
alkalin=alcalin
alkaline=alcaline
alkalines=alcalines
alkalisé=alcalisé
alkalisées=alcalisées
alkohol=alcool
allarme=alarme
allarmé=alarmé
allarmée=alarmée
allarmées=alarmées
allarmer=alarmer
allarmes=alarmes
allarmés=alarmés
allasmes=allâmes
allast=allât
allay=allais
alleché=alléché
allegations=allégation
alleger=alléger
allegresse=allégresse
allegresses=allégresses
allegua=allégua
alleguans=alléguant
alleguant=alléguant
allegue=allègue
alleguées=alléguées
alleguer=alléguer
alleguerent=alléguèrent
allegues=allègues
alleguez=alléguez
alléguoient=alléguaient
alleguoit=alléguait
alléguoit=alléguait
alleguoyent=alléguaient
alleluia=alléluia
alleman=allemand
allemans=allemands
allerent=allèrent
allérent=allèrent
alloient=allaient
alloiẽt=allaient
allois=allais
alloit=allait
allongeoit=allongeait
allouoit=allouait
allourdies=alourdies
alloyent=allaient
allumerent=allumèrent
allumeroit=allumerait
allumoient=allumaient
allumoit=allumait
aloes=aloès
aloës=aloès
alongea=allongea
alonge=allonge
alongé=allongé
alongeait=allongeait
alongeant=allongeant
alongée=allongée
alongées=allongées
alongent=allongent
alongeoient=allongeaient
alongeoit=allongeait
alonger=allonger
aloüette=alouette
aloy=aloi
alterant=altérant
alteration=altération
alterations=altérations
altere=altère
alteré=altéré
altére=altère
alterée=altérée
alterées=altérées
alterera=altérera
alterer=altérer
altérerent=altérèrent
alteroient=altéraient
altéroient=altéraient
alteroit=altérait
altéroit=altérait
altiére=altière
altieres=altières
aluaro=álvaro
amadoüant=amadouant
amadouë=amadoue
amanda=amenda
amans=amants
amaranthe=amarante
amassasmes=amassâmes
amassoit=amassait
ambassadevr=ambassadeur
ambicieux=ambitieux
ambiguës=ambiguës
ambiguité=ambiguïté
ambiguitez=ambiguïtés
ambitionnoient=ambitionnaient
ambulans=ambulants
ame=âme
ameine=amène
amendoit=amendait
amene=amène
améne=amène
amenent=amènent
améner=amener
amenerent=amenèrent
ameneroient=amèneraient
amèneroit=amènerait
amenoient=amenaient
amenoit=amenait
amere=amère
amére=amère
amerement=amèrement
amérement=amèrement
ameres=amères
americains=américains
ameriquains=américains
amerique=amérique
ames=âmes
améthistes=améthystes
ameublemens=ameublements
amide=amida
amigdales=amygdales
amincissoit=amincissait
amitiez=amitiés
amityé=amitié
ammoncelait=amoncelait
amoitié=à moitié
amolissez=amollissez
amollissoit=amollissait
amovr=amour
amphitheatre=amphithéâtre
amplemèt=amplement
amplemẽt=amplement
amusemens=amusements
amuseroit=amuserait
amusoient=amusaient
amusois=amusais
amusoit=amusait
amy=ami
amys=amis
amytié=amitié
analise=analyse
analiser=analyser
anathême=anathème
anathêmes=anathèmes
anathesme=anathème
anathesmes=anathèmes
anathomie=anatomie
ancestres=ancêtres
anchoix=anchois
anchra=ancra
anchrage=ancrage
anchrâmes=ancrâmes
anchrasmes=ancrâmes
anchre=ancre
anchré=ancré
anchrées=ancrées
anchrer=ancrer
anchrerent=ancrèrent
anchres=ancres
anchrés=ancrés
anchroit=ancrait
anchylose=ankylose
anchylosé=ankylosé
anchylosée=ankylosée
anchylosées=ankylosées
anchylosés=ankylosés
ancrasmes=ancrâmes
andromede=Andromède
ane=âne
àne=âne
anéantissoit=anéantissait
ãnée=année
anemone=anémone
angelique=angélique
angeliques=angéliques
angelus=angélus
anglois=anglais
angloise=anglaise
angloises=anglaises
angoiße=angoisse
angoißes=angoisses
animees=animées
animerent=animèrent
animoit=animait
aniou=anjou
ankilose=ankylose
annee=année
annees=années
anniuersaires=anniversaires
annoblir=anoblir
annoncerent=annoncèrent
annonceroient=annonceraient
annonçoient=annonçaient
annonçois=annonçais
annonçoit=annonçait
annullé=annulé
annullée=annulée
annullées=annulées
annullent=annulent
annulleraient=annuleraient
annullerait=annulerait
annuller=annuler
annullés=annulés
anodyn=anodin
anodyne=anodine
anodynes=anodines
anodyns=anodins
anonce=annonce
anonime=anonyme
antecedente=antécédente
antécedentes=antécédentes
antechrist=antéchrist
anterieures=antérieures
antez=entés
anthioche=antioche
anthonio=antónio
anticipoient=anticipaient
antracite=anthracite
antropophages=anthropophages
anuers=anvers
anuités=annuités
aoust=août
apareil=appareil
aparenter=apparenter
aparoist=apparaît
apartenir=appartenir
apas=appas
apel=appel
apelle=appelle
apelloit=appelait
aperceuant=apercevant
aperceus=aperçus
apercevoient=apercevaient
apercevoit=apercevoir
apercevrois=apercevrais
apercevroit=apercevrait
aperecevroit=apercevrait
apésanti=appesanti
apésantis=appesantis
apetit=appétit
aplanissoit=aplanissait
aplany=aplani
apocriphe=apocryphe
apolon=apollon
apophthegme=apophtegme
apophthegmes=apophtegmes
aportée=apportée
aportées=apportées
apostasieroit=apostasierait
apostre=apôtre
apostres=apôtres
apostrophoit=apostrophait
apotheose=apothéose
apoticaire=apothicaire
apozemes=apozèmes
appaisa=apaisa
appaisai=apaisai
appaisaient=apaisaient
appaisant=apaisant
appaisât=apaisât
appaise=apaise
appaisé=apaisé
appaisée=apaisée
appaisées=apaisées
appaisera=apaisera
appaiser=apaiser
appaiseras=apaiseras
appaisèrent=apaisèrent
appaiserons=apaiserons
appaisez=apaisez
appaisoit=apaisait
appanage=apanage
apparaiserez=apaiserez
apparament=apparemment
apparẽce=apparence
apparens=apparents
apparoißent=apparaissent
apparoissoient=apparaissaient
apparoissoit=apparaissait
apparoistre=apparaître
apparoîtra=apparaîtra
appartemens=appartements
appartenans=appartenant
appartenoient=appartenaient
appartenois=appartenais
appartenoit=appartenait
appartiendroient=appartiendraient
appartiendroit=appartiendrait
appartinst=appartînt
apparuë=apparue
appast=appât
appeleroit=appellerait
appella=appela
appellai=appelai
appellant=appelant
appellast=appelât
appellât=appelât
appellé=appelé
appellee=appelée
appellée=appelée
appeller=appeler
appellerent=appelèrent
appellerois=appellerais
appelleroit=appellerait
appellez=appelez
appelloient=appelaient
appellois=appelais
appelloit=appelait
appellons=appelons
appelloyent=appelaient
appeloient=appelaient
appeloit=appelait
appendoit=appendait
appenins=apennins
appennins=apennins
apperceuant=apercevant
apperceu=aperçu
apperceurent=aperçurent
apperceurez=apercevrez
apperceus=aperçus
apperceusmes=aperçûmes
apperceusse=aperçusse
apperceut=aperçut
apperçeut=aperçut
appercevait=apercevait
appercevance=apercevance
appercevant=apercevant
apperceviez=aperceviez
appercevions=apercevions
appercevoient=apercevaient
appercevoir=apercevoir
apperçevoir=apercevoir
appercevois=apercevais
appercevoit=apercevait
appercevons=apercevons
appercevra=apercevra
appercevrez=apercevrez
appercevroient=apercevraient
appercevroit=apercevrait
appercevrons=apercevrons
appercevront=apercevront
apperçois=aperçois
apperçoit=aperçoit
apperçoive=aperçoive
apperçoivent=aperçoivent
apperçoy=aperçois
apperçu=aperçu
apperçû=aperçu
apperçue=aperçue
apperçuë=aperçue
apperçüe=aperçue
apperçues=aperçues
apperçuës=aperçues
apperçûmes=aperçûmes
apperçurent=aperçurent
apperçus=aperçus
apperçussent=aperçussent
apperçut=aperçut
apperçût=aperçût
appésantira=appesantira
appésantir=appesantir
appésantiroit=appesantirait
appetis=appétits
appetissoient=appétissaient
appetit=appétit
appetît=appétit
appetits=appétits
applani=aplani
applanie=aplanie
applanies=aplanies
applanir=aplanir
applanis=aplanis
applanissant=aplanissant
applati=aplati
applatie=aplatie
applatissoit=aplatissait
applaudiroient=applaudiraient
applaudissemens=applaudissements
applaudißemens=applaudissements
applaudissoient=applaudissaient
applaudissois=applaudissais
applaudissoit=applaudissait
appliquasmes=appliquâmes
appliquast=appliquât
appliquerent=appliquèrent
appliqueroient=appliqueraient
appliquois=appliquais
appliquoit=appliquait
appointemens=appointements
apportast=apportât
apportay=apportais
apporterent=apportèrent
apporteroit=apporterait
apportẽt=apportent
apportoient=apportaient
apportois=apportais
apportoit=apportait
apprécierois=apprécierais
apprécieroit=apprécierait
apprécioit=appréciait
apprẽdre=apprendre
apprehendant=appréhendant
apprehende=appréhende
apprehendé=appréhendé
apprehendée=appréhendée
apprehender=appréhender
apprehendions=appréhendions
apprehendois=appréhendais
appréhendois=appréhendais
apprehendoit=appréhendait
appréhendoit=appréhendait
apprehension=appréhension
apprehensions=appréhensions
apprendroient=apprendraient
apprendrois=apprendrais
apprendroit=apprendrait
apprenoient=apprenaient
apprenois=apprenais
apprenoit=apprenait
apprenõs=apprenons
apprens=apprends
apprentif=apprenti
apprentifs=apprentis
apprenty=apprenti
appreste=apprête
apprester=apprêter
apprestez=apprêtez
apprestoit=apprêtait
apprests=apprêts
apprêtois=apprêtais
apprêtoit=apprêtait
apprins=appris
apprismes=apprîmes
apprist=apprît
appriuoisa=apprivoisa
appriuoisé=apprivoisé
appriuoiser=apprivoiser
apprivoisois=apprivoisais
apprivoisoit=apprivoisait
approcherent=approchèrent
approcherois=approcherais
approcheroit=approcherait
approchoient=approchaient
approchois=approchais
approchoit=approchait
approprioient=appropriaient
approprioit=appropriait
approuua=approuva
approuuant=approuvant
approuue=approuve
approuué=approuvé
approuuée=approuvée
approuuer=approuver
approuuons=approuvons
approuverent=approuvèrent
approuveroient=approuveraient
approuverois=approuverais
approuveroit=approuverait
approuvoient=approuvaient
approuvois=approuvais
approuvoit=approuvait
approvisionnemens=approvisionnements
appuia=appuya
appuierent=appuyèrent
appuy=appui
appuye=appuie
appuyent=appuient
appuyerent=appuyèrent
appuyoient=appuyaient
appuyoit=appuyait
aprehende=appréhende
aprendre=apprendre
aprenez=apprenez
aprens=apprends
apres=après
aprés=après
après dîné=après dîner
apresdinée=après-dîner
après dinée=après dîner
apresdisnée=après-dîner
apres midy=après-midi
apreste=apprête
aprêtent=apprêtent
aprets=apprêts
aprêts=apprêts
apris=appris
aprit=apprit
aproche=approche
aprocher=approcher
aproches=approches
apropos=à propos
apuyant=appuyant
apuyé=appuyé
aquerir=acquérir
aqueroit=acquérait
aquiert=acquiert
aquis=acquis
aquise=acquise
aquiter=acquitter
arbaleste=arbalète
arbalestes=arbalètes
arbalestre=arbalète
arbaletes=arbalètes
arborasmes=arborâmes
arcange=archange
arcenal=arsenal
archetype=archétype
archetypes=archétypes
archeuesque=archevêque
archipelague=archipel
arcs boutans=arcs-boutants
ardans=ardents
ardant=ardent
ardens=ardents
areine=arène
areines=arènes
arene=arène
arêne=arène
areopage=aréopage
arester=arrêter
argille=argile
argilles=argiles
argumens=arguments
arithmetique=arithmétique
armay=armais
armees=armées
armemens=armements
armenienne=arménienne
armerent=armèrent
armeroit=armerait
armoit=armait
arome=arôme
aromes=arômes
arondelles=hirondelles
arondi=arrondi
arondie=arrondie
arondies=arrondies
arondis=arrondis
aroser=arroser
arpens=arpents
arracherent=arrachèrent
arrachoient=arrachaient
arrachoit=arrachait
arragon=aragon
arraignée=araignée
arraignées=araignées
arrangemens=arrangements
arrangeoient=arrangeaient
arrangeoit=arrangeait
arrangeroit=arrangerait
arresta=arrêta
arrestant=arrêtant
arrest=arrêt
arreste=arrête
arresté=arrêté
arrestée=arrêtée
arrestent=arrêtent
arrestera=arrêtera
arrester=arrêter
arresterent=arrêtèrent
arrestez=arrêtez
arrestoit=arrêtait
arrestons=arrêtons
arrests=arrêts
arrêtames=arrêtâmes
arrêterent=arrêtèrent
arrêteroient=arrêteraient
arrêtoient=arrêtaient
arrêtois=arrêtais
arrêtoit=arrêtait
arriere=arrière
arriére=arrière
arrieresfiefs=arrière-fiefs
arrierre=arrière
arriette=ariette
arriua=arriva
arriuans=arrivants
arriuant=arrivant
arriuasmes=arrivâmes
arriuast=arrivât
arriuay=arrivais
arriue=arrive
arriué=arrivé
arriuee=arrivée
arriuée=arrivée
arriuées=arrivées
arriuent=arrivent
arriuer=arriver
arriueras=arriveras
arriuerent=arrivèrent
arriueroient=arriveraient
arriueroit=arriverait
arriués=arrivés
arriuez=arrivés
arriuoient=arrivaient
arriuoit=arrivait
arrivans=arrivants
arriverent=arrivèrent
arriveroient=arriveraient
arriverois=arriverais
arriveroit=arriverait
arrivoient=arrivaient
arrivois=arrivais
arrivoit=arrivait
arrondissemens=arrondissements
arrondissois=arrondissais
arrosoit=arrosait
arrousé=arrosé
arrousoient=arrosaient
arrouze=arrose
arteres=artères
artichaux=artichauts
artichôs=artichauts
asimes=azymes
asne=âne
asnes=ânes
asnier=ânier
aspirans=aspirants
aspirois=aspirais
aspiroit=aspirait
aspre=âpre
asprement=âprement
aspreté=âpreté
assaillans=assaillants
assailly=assailli
assaisonnoit=assaisonnait
assaßin=assassin
assassinast=assassinât
assaßinat=assassinat
assaßinera=assassinera
assaßiner=assassiner
assault=assaut
assaults=assauts
assauoir=à savoir
asseicher=assécher
assemblerent=assemblèrent
assembloient=assemblaient
assembloit=assemblait
assés=assez
asseura=assura
asseurance=assurance
asseurances=assurances
asseurant=assurant
aßeurant=assurant
asseurast=assurât
asseure=assure
asseuré=assuré
asseurée=assurée
asseurees=assurées
asseurement=assurément
asseurément=assurément
asseurent=assurent
asseurera=assurera
asseurer=assurer
asseurerent=assurèrent
asseuroient=assuraient
asseuroit=assurait
asseyeras=assiéras
asseyeriez=assiériez
asseyoit=asseyait
aßez=assez
assiduement=assidûment
aßiduité=assiduité
assiegea=assiégea
aßiegeans=assiégeants
assiégeans=assiégeants
aßiege=assiège
assiegé=assiégé
assiége=assiège
assiegée=assiégée
assiégeoit=assiégeait
assieger=assiéger
assiégerent=assiégèrent
assiete=assiette
assiéte=assiette
aßie toi=assieds-toi
assignames=assignâmes
assignoient=assignaient
assignoit=assignait
assimes=assîmes
aßis=assis
assismes=assîmes
assistans=assistants
aßisté=assisté
aßistent=assistent
aßister=assister
assisterent=assistèrent
assisteroient=assisteraient
assisteroit=assisterait
aßisteroit=assisterait
assistoient=assistaient
assistois=assistais
assistoit=assistait
assize=assise
assizes=assises
associerent=associèrent
associeroient=associeraient
associerois=associerais
associeroit=associerait
associoient=associaient
associois=associais
associoit=associait
assomant=assommant
assõmer=assommer
assommans=assommants
assonnance=assonance
assonnances=assonances
assortimens=assortiments
assortissoit=assortissait
assorty=assorti
assoupiroit=assoupirait
assoupy=assoupis
aßouui=assouvi
aßouuie=assouvie
aßouuies=assouvies
aßouuis=assouvis
assoyent=assoient
assubjectissoit=assujettissait
assûeroient=assureraient
assujectir=assujettir
assujéti=assujetti
assujétie=assujettie
assujéties=assujetties
assujétir=assujettir
assujétis=assujettis
assujétisse=assujettisse
assujétissent=assujettissent
assujétisses=assujettisses
assujétit=assujettit
assûrance=assurance
assûrassent=assurassent
assûre=assure
assûré=assuré
assûrée=assurée
assurement=assurément
assûrément=assurément
assûrer=assurer
assurerent=assurèrent
assureroient=assureraient
assurerois=assurerais
assureroit=assurerait
assuroient=assuraient
assûroient=assuraient
assurois=assurais
assûrois=assurais
assuroit=assurait
assûroit=assurait
aßyrie=Assyrie
astérique=astérisque
astraindre=astreindre
astraint=astreint
asyle=asile
ataché=attaché
atachée=attachée
atachées=attachées
atachemens=attachements
atachement=attachement
atacher=attacher
ataignit=atteignit
atheïsme=athéisme
athene=athènes
athenes=athènes
athlantique=atlantique
athlete=athlète
