Column 1	bgrf	LOC1	Wikidata Label fr	URL	Quantity LOC1	LOC2	LOC_2 Wikidata Label fr	URL2	Quantity LOC2	LOC3	LOC2 Wikidata Label fr	URL3	Quantity LOC3	LOC4	LOC3 Wikidata fr	URL4	Quantity LOC4	Loc5 Wikidata fr	LOC5	URL5	Quantity LOC5
Lavaux_Eusebe	99.105	Frivolipolis	Frivolipolis		10	Hiboumanes	Hiboumanes		5	Etat	État	https://www.wikidata.org/wiki/Q7275	5								
Leonard_Clementine	85.33	Trénel	Trénel		3					état	État	https://www.wikidata.org/wiki/Q7275	3	Murcé	Murcé		2	Vante	Vante		1
Leonard_Lettres	74.20																				
Lesuire_Aventurier	83.31					Paris	Paris	https://www.wikidata.org/wiki/Q90	49	Cieux	Cieux	https://www.wikidata.org/wiki/Q597576	28	Naples	Naples	https://www.wikidata.org/wiki/Q2634	27	France	France	https://www.wikidata.org/wiki/Q142	24
Lesuire_Crime	82.27	Paris	Paris	https://www.wikidata.org/wiki/Q90	132					Lyon	Lyon	https://www.wikidata.org/wiki/Q456	57	Couvent	couvent	https://www.wikidata.org/wiki/Q1128397	48				
Loaisel_Ainsi	89.81	Paris	Paris	https://www.wikidata.org/wiki/Q90	12	Strasbourg	Strasbourg	https://www.wikidata.org/wiki/Q6602	7												
Loaisel_Comtesse	87.54bis	Saint-Flour	Saint-Flour		21	Milcourt	Milcourt		5	soleil	Soleil	https://www.wikidata.org/wiki/Q525	2	jura	Jura	https://www.wikidata.org/wiki/Q178611	2	Alibre	Alibre		2
Loaisel_Dolbreuse	79.22	Paris	Paris	https://www.wikidata.org/wiki/Q90	11					état	État	https://www.wikidata.org/wiki/Q7275	7	"""l empire"""	"""l empire"""		3				
Loaisel_Lucile	83.33					Saint-Flour	Saint-Flour		14	Milcourt	Milcourt		7	Saint - Flour	Saint - Flour		5	Alibre	Alibre		3
Louvet_Annee	87.56													Paris	Paris	https://www.wikidata.org/wiki/Q90	23	Varsovie	Varsovie	https://www.wikidata.org/wiki/Q270	22
Louvet_Fin	90.47	Paris	Paris	https://www.wikidata.org/wiki/Q90	30					Fromonville	Fromonville		19					Belcour	Belcour		12
Maistre_Voyage	94.8	Alpes	Alpes	https://www.wikidata.org/wiki/Q1286	4	Turin	Turin	https://www.wikidata.org/wiki/Q495	3	Rome	Rome	https://www.wikidata.org/wiki/Q220	2	soleil	Soleil	https://www.wikidata.org/wiki/Q525	2				
Marmontel_Belisaire	67.39	Tibére	Tibéré	https://www.wikidata.org/wiki/Q23663811	77	état	État	https://www.wikidata.org/wiki/Q7275	40	Rome	Rome	https://www.wikidata.org/wiki/Q220	23	"""l empire"""	"""l empire"""		18	Italie	Italie		17
Marmontel_Contes	61.12	Verglan	Verglan		34	Corée	Corée	https://www.wikidata.org/wiki/Q18097	22					Timante	Timante		21	Paris	Paris	https://www.wikidata.org/wiki/Q90	20
Marmontel_Incas	77.50	Pizarre	Pizarre		122	indiens	indiens		52	incas	civilisation inca	https://www.wikidata.org/wiki/Q3404008	51	Cusco	Cuzco	https://www.wikidata.org/wiki/Q205057	45	soleil	Soleil	https://www.wikidata.org/wiki/Q525	44
Merard_Bergeries	84.43	Franval	Franval		21	Méris	Méris		12	Silvérie	Silvérie	https://www.wikidata.org/wiki/Q19232000	11								
Mercier_An	71.36	État	État	https://www.wikidata.org/wiki/Q7275	26	Paris	Paris	https://www.wikidata.org/wiki/Q90	15	Europe	Europe	https://www.wikidata.org/wiki/Q46	8	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	6				
Mercier_Jezennemours	76.36	Jezennemours	Jezennemours		98	Florimonde	Florimonde		32	Paris	Paris	https://www.wikidata.org/wiki/Q90	9	Strasbourg	Strasbourg		7	Europe	Europe		6
Mirabeau_Conversion	83.40	Euphrosie	Euphrosie		19	Paris	Paris	https://www.wikidata.org/wiki/Q90	10	Branlinos	Branlinos		9	Dorville	Dorville		8				
Mirabeau_Rideau	86.51	Vernol	Vernol		29																
Montesquieu_Arsace	83.42	Ardasire	Ardasire		27	Isménie	Isménie		19	Bactriane	Bactriane	https://www.wikidata.org/wiki/Q132646	17	Médie	Médie		14	Hyrcanie	Hyrcanie	https://www.wikidata.org/wiki/Q48726	11
Morelly_Naufrage	53.26					Univers	univers	https://www.wikidata.org/wiki/Q1	40	Zeinzemin	Zeinzemin		37	Isles	Isles		34	Pays	pays	https://www.wikidata.org/wiki/Q6256	30
Nerciat_Aphrodites	93.16									Paris	Paris	https://www.wikidata.org/wiki/Q90	59	Valcreux	Valcreux		44	Baronnet	Baronnet		33
Nerciat_Etourdi	84.50	Paris	Paris	https://www.wikidata.org/wiki/Q90	10	Montpellier	Montpellier	https://www.wikidata.org/wiki/Q6441	6	Anglais	Angleterre	https://www.wikidata.org/wiki/Q21	6						Despras	https://www.wikidata.org/wiki/Q63087559	
Nerciat_Felicia	75.37	Sydney	Sydney		87	Aiglemont	Aiglemont	https://www.wikidata.org/wiki/Q541738	78	Paris	Paris	https://www.wikidata.org/wiki/Q90	51								
Popeliniere_Daira	60.21									Alep	Alep	https://www.wikidata.org/wiki/Q41183	37	Isle	Isle		16	Sérail	sérail	https://www.wikidata.org/wiki/Q1170287	16
Prevost_Monde	60.28	Vienne	Vienne	https://www.wikidata.org/wiki/Q1741	45	Paris	Paris	https://www.wikidata.org/wiki/Q90	43	Hongrie	Hongrie	https://www.wikidata.org/wiki/Q28	35	Tergowitz	Tergowitz		24				
Puget_Periphas	61.17	Periphas	Periphas		69	Phocide	Phocide	https://www.wikidata.org/wiki/Q26915	58	Athenes	Athènes	https://www.wikidata.org/wiki/Q1524	55	Locriens	Locriens		42	Phocus	Phocus		41
Puttelange_Roi	91.44	Paquans	Paquans		54	Paquantois	Paquantois		13	Memphis	Memphis	https://www.wikidata.org/wiki/Q5715	3								
Retif_AntiJustine	98.84									Timori	Timori		36					Guaé	Guaé		32
Retif_Paysan	76.44					Arras	Arras	https://www.wikidata.org/wiki/Q131329	105					Tiennete	Tiennete		99				
Retif_Paysanne	84.58					Paris	Paris	https://www.wikidata.org/wiki/Q90	69	Fanchette	Fanchette		56	Lagouache	Lagouache		47	Parangon	Parangon		39
Retif_Sara	83.48	Lamontette	Lamontette		41	Paris	Paris	https://www.wikidata.org/wiki/Q90	20	palais-royal	Palais-Royal	https://www.wikidata.org/wiki/Q329948	13					Amiens	Amiens	https://www.wikidata.org/wiki/Q41604	7
Retif_Vie	79.31	Paris	Paris	https://www.wikidata.org/wiki/Q90	27	Nitri	Nitri		23	Auxerre	Auxerre	https://www.wikidata.org/wiki/Q167600	14	état	État	https://www.wikidata.org/wiki/Q7275	7	Noyers	Noyers	https://www.wikidata.org/wiki/Q732586	6
Reveroni_Pauliska	98.85	Russes	Russie	https://www.wikidata.org/wiki/Q159	21	Ust	Ust		17	Pologne	Pologne	https://www.wikidata.org/wiki/Q36	16	Bude	Bude		12	Francfort	Francfort-sur-le-Main	https://www.wikidata.org/wiki/Q1794	11
Riccoboni_Histoire	58.17					Cressy	Cressy		28					Chelles	Chelles		7	Gersay	Gersay		6
Riccoboni_LettreJuliette	59.22	Erford	Erford	https://www.wikidata.org/wiki/Q36858333	34	Vinchester	Vinchester		29	Londres	Londres	https://www.wikidata.org/wiki/Q84	27	Montfort	Montfort		9	Mosès	Mosès		6
Riccoboni_LettresAdelaide	67.44	Mondelis	Mondelis		41	Paris	Paris	https://www.wikidata.org/wiki/Q90	38	Sancerre	Sancerre		32	Comminges	Comminges		10	Thémines	Thémines		8
Riccoboni_LettresFanni	57.12	Londres	Londres	https://www.wikidata.org/wiki/Q84	4									Grande-Bretagne	Royaume-Uni	https://www.wikidata.org/wiki/Q145	2	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	2
Riccoboni_MissJenny	64.39	Anglesey	Anglesey	https://www.wikidata.org/wiki/Q168159	87	Londres	Londres	https://www.wikidata.org/wiki/Q84	82									Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	19
Riccoboni_MylordRivers	77.57	Belosane	Belosane		62	Londres	Londres	https://www.wikidata.org/wiki/Q84	37	Paris	Paris	https://www.wikidata.org/wiki/Q90	23	Layrac	Layrac		14	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	11
Rosny_Firmin	98.88	Stainville	Stainville	https://www.wikidata.org/wiki/Q210672	21	Paris	Paris	https://www.wikidata.org/wiki/Q90	17	Thomill	Thomill		10	Liège	Liège	https://www.wikidata.org/wiki/Q3992	7	Orl	Orl		6
Rousseau_Emile	62.33				229	Paris	Paris	https://www.wikidata.org/wiki/Q90	34	Etat	État	https://www.wikidata.org/wiki/Q7275	33	"""lEurope"""	Europe	https://www.wikidata.org/wiki/Q46	13	Sparte	Sparte	https://www.wikidata.org/wiki/Q5690	10
Rousseau_Julie	61.18	Paris	Paris	https://www.wikidata.org/wiki/Q90	65	Clarens	Clarens		26	Orbe	Orbe		26					Londres	Londres	https://www.wikidata.org/wiki/Q84	20
Sacy_Amours	61.19									Vénus	Vénus	https://www.wikidata.org/wiki/Q313	19	Sylvanire	Sylvanire		17				
Sade_120	1					Paris	Paris	https://www.wikidata.org/wiki/Q90	39	Zélamir	Zélamir		38	Michette	Michette	https://www.wikidata.org/wiki/Q6747596	38				
Sade_Aline	95.36	Paris	Paris	https://www.wikidata.org/wiki/Q90	96	Zamé	Zamé	https://www.wikidata.org/wiki/Q8065766	92					Déterville	Déterville		62				
Sade_Infortunes	1					Paris	Paris	https://www.wikidata.org/wiki/Q90	25					Lyon	Lyon		19				
Sade_Justine	91.42	Dubois	Dubois		49	Paris	Paris	https://www.wikidata.org/wiki/Q90	26	Lyon	Lyon	https://www.wikidata.org/wiki/Q456	25	Cardoville	Cardoville		21				
Sade_Philosophie	95.37					État	État	https://www.wikidata.org/wiki/Q7275	15	Saint-Ange	Saint-Ange		12	Rome	Rome	https://www.wikidata.org/wiki/Q220	11				
Segur_Correspondance	89.104	Paris	Paris	https://www.wikidata.org/wiki/Q90	71	Villarceaux	domaine de Villarceaux	https://www.wikidata.org/wiki/Q3034560	11												
Senac_Emigre	97.74	France	France		47	Paris	Paris	https://www.wikidata.org/wiki/Q90	37	Francfort	Francfort-sur-le-Main	https://www.wikidata.org/wiki/Q1794	33	France	France	https://www.wikidata.org/wiki/Q142	33	la France	France	https://www.wikidata.org/wiki/Q142	25
Souza_Adele	94.13	Mortagne	Mortagne		34	Paris	Paris	https://www.wikidata.org/wiki/Q90	29	Neuilly	Neuilly		15	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	10	Londres	Londres	https://www.wikidata.org/wiki/Q84	3
Tiphaigne_Amilec	54.33					la Terre	Terre	https://www.wikidata.org/wiki/Q2	7												
Tiphaigne_Galligenes	65.5					Galligènes	Galligènes		90	Almont	Almont		72	République	république	https://www.wikidata.org/wiki/Q7270	51	Alcine	Alcine		38
Voisenon_Histoire	51.42	Alménidore	Alménidore		27					Thémidore	Thémidore		8	Elmasie	Elmasie		6	Zélamire	Zélamire		4
Voltaire_Candide	59.25					Venise	Venise	https://www.wikidata.org/wiki/Q641	25	Bulgares	Bulgarie	https://www.wikidata.org/wiki/Q219	21	Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	12	Buenos-Ayres	Buenos Aires	https://www.wikidata.org/wiki/Q1486	12
Voltaire_Homme	68.55	État	État	https://www.wikidata.org/wiki/Q7275	30	Paris	Paris	https://www.wikidata.org/wiki/Q90	22	Europe	Europe	https://www.wikidata.org/wiki/Q46	11	Rome	Rome	https://www.wikidata.org/wiki/Q220	7	la France	France	https://www.wikidata.org/wiki/Q142	6
Voltaire_Micromegas	52.43	Saturne	Saturne	https://www.wikidata.org/wiki/Q193	13					Sirius	Sirius	https://www.wikidata.org/wiki/Q3409	4	Jupiter	Jupiter	https://www.wikidata.org/wiki/Q319	4	mer Baltique	mer Baltique	https://www.wikidata.org/wiki/Q545	3
Voltaire_Princesse	68.55	Babylone	Babylone	https://www.wikidata.org/wiki/Q5684	77	Amazan	Amazan		48	Égypte	Égypte	https://www.wikidata.org/wiki/Q79	33					Scythes	Scythes	https://www.wikidata.org/wiki/Q131802	19
