étoit=était
paroissent=paraissent
venois=venais
savoit=savait
auroient=auraient
événemens=événements
connoissances=connaissances
regne=règne
vû=vu
rappeller=rappeler
restoit=restait
connoissoit=connaissait
isle=île
cherchoit=cherchait
aurois=aurois
devoient=devaient
'l''avois=l''avais'
regardoit=regardait
connoissez=connaissez
appercevoir=apercevoir
entiere=entière
vûe=vue
demandoit=demandait
sauroit=saurait
prenoit=prenait
sermens=serments
apperçu=aperçu
premieres=premières
enfan=enfants
ferois=ferais
coeurs=cœurs
jetta=jeta
premiére=première
sentoit=sentait
plûpart=plupart
sembloient=semblaient
'l''isle=l''île'
sçavez=savez
freres=frères
vuide=vide
desire=désir
etre=être
scene=scène
jetté=jeté
tetons=tétons
paroissoient=paraissaient
complimens=compliment
apperçut=aperçut
connoissois=connaissais
isles=îles
chûte=chute
misere=misère
sçait=sait
savois=savais
cherchois=cherchais
levres=lèvres
carriere=carrière
pourroient=pourraient
pensois=pensais
venoient=venaient
espéce=espèce
craignois=craignais
allarmes=alarmes
carosse=carrosse
agrémens=agrément
desirer=désirer
jettant=jetant
alloient=allaient
servoit=servait
méritoit=méritait
attendoit=attendait
gémissemens=gémissement
manquoit=manquait
etat=était
regardois=regardais
craignoit=craignait
devenoit=devenait
fidelle=fidèle
sçavoit=savait
mettoit=mettait
zele=zèle
mystere=mystère
ayeul=aïeul
sincere=sincère
secrette=secrète
accens=accent
piece=pièce
prieres=prières
epoux=époux
derriere=derrière
sçu=su
espere=espère
annonçoit=annonçait
serrail=sérail
troisieme=troisième
durand=durant
entiérement=entièrement
italie=italie
ornemens=ornement
puissans=puissant
entierement=entièrement
dernieres=dernières
aîles=ailes
appeller=appeler
vivoit=vivait
foiblesses=faiblesses
présens=présent
instrumens=instrument
systême=système
amusemens=amusement
longtems=longtemps
leve=lève
touchans=touchant
verroit=verrait
paler=parler
plait=plaît
sçavois=savais
vêtemens=vêtements
zéphirs=zéphyr
causoit=causait
jettai=jetai
disoient=disaient
reconnois=reconnais
'qu''avoit=qu''avait'
pensoit=pensait
lumieres=lumières
apperçoit=aperçoit
diroit=dirait
possede=possède
plaisoit=plaisait
suffisoit=suffisait
légere=légère
bergeres=bergères
méchans=méchant
aimois=aimais
feroient=feraient
etranger=étranger
connoissent=connaissent
égaremens=égarement
violens=violence
litiere=litière
premiéres=premières
raisonnemens=raisonnement
apperçus=apperçu
matiere=matière
desiré=désiré
guères=guères
almont=amont
deviendroit=deviendrait
jettée=jetée
flattoit=flattait
lirias=liras
dirois=dirais
poëte=poète
rendroit=rendrait
disgrace=disgrâce
réfléxions=réflexions
siége=siège
zéle=zèle
tenois=tenais
repliqua=répliqua
ténébres=ténèbres
caracteres=caractères
devrois=devrais
vouloient=voulaient
saurois=saurais
suivoit=suivait
faiſoit=faisait
répondoit=répondait
recevoit=recevait
disparoître=disparaitre
etranger=étranger
déjeûner=déjeuner
trouveroit=trouverait
avanture=aventure
diamans=diamants
laissoient=laissaient
priere=prière
lumiére=lumière
socrate=socrate
verrois=verrais
donneroit=donnerait
caractére=caractère
trouverois=trouverais
embrassemens=embrassement
siecle=siècle
reconnoissant=reconnaissant
rendoient=rendaient
éleve=élève
permettoit=permettait
comptoit=comptait
satan=satan
innocens=innocent
légéreté=légèreté
jouissoit=jouissait
asie=asie
éleve=élève
célebre=célèbre
present=présent
promettoit=promettait
montroit=montrait
charmans=charmant
'entr''eux=entre eux'
brillans=brillant
regner=régner
commençois=commençais
appellé=appelé
etrangers=étrangers
comptois=comptais
reconnoît=reconnaît
etats=états
trouvoient=trouvaient
apperçus=aperçus
mene=mène
chére=chère
rappellant=rappellent
siécle=siècle
ignorois=ignorais
renouveller=renouveler
étrangere=étrangère
présentoit=présentait
osois=osais
mergelina=mergelina
paroit=parait
printems=printemps
conduisoit=conduisait
arrivoit=arrivait
appartemens=appartements
couvroit=couvrait
cachoit=cachait
oeil=œil
doutoit=doutait
sçaurois=saurais
colére=colère
vûes=vues
ajoutoit=ajoutait
engagemens=engagements
complette=complète
siécles=siècles
alimens=aliments
dégré=degré
voyent=voient
dégrés=degrés
élevoit=élevait
contens=content
sévere=sévère
ignoroit=ignorait
pressentimens=pressentiment
paroissez=paraissez
disgraces=disgracies
nommoit=nommait
paroîtra=paraîtra
lysange=lysange
pressoit=pressait
agissoit=agissait
trouverent=trouvèrent
niéce=nièce
regle=règle
helas=hélas
ménagemens=ménagement
irois=irais
allarmée=alarmée
contenoit=contenait
fidéle=fidèle
portoient=portoient
régnoit=régnait
souffroit=souffrait
serpens=serpent
remede=remède
troisiéme=troisième
piéces=pièces
flattois=flattais
ténebres=ténèbres
donnoient=donnaient
particuliérement=particulièrement
epouse=épouse
arrangemens=arrangement
fiere=fière
sallon=salon
sortoit=sortait
jouissois=jouissais
pélerin=pèlerin
ſeroit=serait
terrein=terrain
changemens=changement
pleuroit=pleurait
horison=horizon
écoutois=écoutais
jettoit=jettait
disparoît=disparaît
bisarre=bizarre
reméde=remède
vîtesse=vitesse
apperçus=aperçu
vivans=vivant
éprouvoit=éprouvait
riviere=rivière
traitemens=traitement
parlois=parlais
rappelloit=rappelait
sincére=sincère
croirois=croirais
portois=portais
préparoit=préparait
répandoit=répandait
formoit=formait
apperçue=aperçu
manieres=manières
inspiroit=inspirait
régne=règne
poussiere=poussière
prenois=prenais
etres=êtres
misére=misère
phantôme=fantôme
grèce=grèce
toûjours=toujours
couloit=coulait
épanchemens=épanchement
singuliere=singulière
avantures=avantures
torrens=torrent
marquoit=marquait
secrettement=secrètement
chérissoit=chérissait
interêts=intérêts
proposoit=proposait
gueres=guères
sçauroit=saurait
osoit=osait
rich=riche
devroient=devraient
ramene=ramène
répete=répète
valoit=valait
partoit=partait
attendois=attendais
quittoit=quittait
ressentoit=ressentait
fievre=fièvre
polan=palan
demeuroit=demeurait
regardoient=regardaient
annonçoient=annonçaient
apperçois=apperçais
revenoit=revenait
matiére=matière
évenement=évènement
peignoit=peignait
intéressans=intéressant
particulieres=particulières
éprouvois=éprouvais
eleve=élève
possédoit=possédait
partageoit=partageait
paroissois=paraissais
cherchoient=cherchaient
poëtes=poète(s)
forçoit=forçait
virgile=virgile
rappella=rappela
monumens=monument
verd=vert
laissois=laissais
rivers=river
entendois=entendais
amérique=amérique
rappellai=rappelai
osoit=osait
teton=téton
offroit=offrait
devenoient=devenaient
remarquoit=remarquait
particulierement=particulièrement
empressemens=empressement
croiroit=croirait
passerent=passèrent
châtimens=châtiment
regnoit=regnait
desirois=desirais
rappellé=rappelé
perçans=perçant
entendoit=entendait
oeil=œil
maitresse=maîtresse
entroit=entrait
joignoit=joignait
guere=guère
convenoit=convenait
menaçoit=menaçait
iroit=irait
voyoient=voyaient
cessoit=cessait
mysteres=mystères
aimerois=aimerais
formoient=formaient
posséde=possède
exigeoit=exigeait
géans=géant
meres=mère
éléve=élève
appaiser=apaiser
prétendoit=prétendait
cede=cède
marreine=marraine
modele=modèle
recit=récit
négres=nègres
rejetter=rejeter
pourvû=pourvu
perdoit=perdait
etoit=etait
passoient=passaient
considere=considerer
ardens=ardet
accidens=accident
méconnoître=méconnaître
croyoient=croyaient
suffiroit=suffirait
ressembloit=ressemblait
donnois=donnais
paroissant=paraissant
viendroit=viendrait
ecoutez=écoutez
sçut=sut
écrivoit=écrivait
voudroient=voudraient
ecuyer=écuyer
coûtoit=coûtait
interêt=intérêt
poursuivoit=poursuivait
ecoute=écoute
vaudroit=vaudrait
prendroit=prendrait
amene=amène
complettement=complètement
entiére=entière
mde=Mme
menoit=menait
avançoit=avançait
descendans=descendont
dépendoit=dépendait
poëme=poème
hermitage=ermitage
etat=état
respiroit=respirait
inspiroit=inspirait
merite=mérite
demandoient=demandaient
maniére=manière
oeil=œil
reviendroit=reviendrait
caractéres=caractères
prêtoit=prêtait
arriverent=arriveront
espérois=espérais
appellée=appelé(e)
connoisse=connaisse
commençoient=commençaient
lévres=lèvres
pénetre=pénétré
hélène=hélène
resteroit=resterait
tranquile=tranquille
mêlange=mélange
chantoit=chantait
attendoit=attendait
continuoit=continuait
cheres=chères
quatrieme=quatrième
appelloit=appelait
approchoit=approchait
siege=siège
crioit=criait
rendois=rendais
témoignoit=témoignait
proye=proie
espéroit=espérait
prenoient=prenaient
augmentoit=augmentait
desirez=désirez
tenoient=tenaient
goûtois=goûtais
connoit=connait
écrioit=écriait
'grand''mère=grand-mère'
babet=barbet
hurlemens=hurlement
dévoroit=dévorait
appella=appela
mêloit=mêlait
etes=êtes
offroit=offrait
fiévre=fièvre
restoient=restaient
particuliere=particulière
arriere=arrière
foiblement=faiblement
vivoient=vivaient
grouppe=groupe
célébre=célèbre
prioit=priait
meriter=mériter
passois=passais
parloient=parlaient
jugeoit=jugeait
régle=règle
remerciemens=remerciement
montaigne=montagne
savoient=savaient
écoutoit=écoutait
violante=violent
jouoit=jouait
parceque=parce que
guéres=guères
fréquens=fréquent
trompoit=trompait
systêmes=systèmes
légereté=légèreté
lisoit=lisait
sincérement=sincèrement
attendoit=attendait
apperçoit=apperçait
offroit=offrait
divertissemens=divertissement
chymie=chimie
couroit=courait
arrivames=arrivâmes
apprenoit=apprenait
renfermoit=renfermait
reconnoissez=reconnaissez
jugemens=jugement
piéges=pièges
trompois=trompais
remplissoit=remplissait
excellens=excellent
secrettes=secrets
représentoit=représentait
remercimens=remerciment
remedes=remèdes
osois=osais
donnerois=donnerais
lafrance=la france
fideles=fidèles
éclaircissemens=éclaircissement
siecles=siècles
légérement=légèrement
permettoient=permettaient
tomboit=tombait
paupieres=paupières
disposoit=disposait
tomboient=tombaient
maitre=maître
extrêmités=extrémités
descendoit=descendait
croyent=croient
faisante=faisant
protége=protège
aimois=aimais
rappellez=rappelez
reprenoit=reprenait
finissoit=finissait
plaignoit=plaignait
importans=important
azile=asile
ensorte=en sorte
faloit=fallait
efforçoit=efforçait
miseres=misères
laisserois=laisserais
toît=toit
pêle=pêle-mêle
régles=règles
apartement=appartement
payoit=payait
devenois=devenais
eglise=église
couloient=coulaient
employe=employé
singuliérement=singulièrement
stratagême=stratagème
promene=promène
donnerent=donnèrent
répondois=répondais
réfléxion=réflexion
prendrois=prendrais
reparoître=reparaître
plûtôt=plutôt
tiroit=tirait
céde=cède
galans=galants
étrangeres=étrangères
derniére=dernière
grandpère=grand-père
élevoient=élevaient
connoissoient=connaissaient
appella=appela
aller=aller
déchiremens=déchirements
coutelet=coutelet
envoye=envoie
'presqu''aussi=presque aussi'
lumiéres=lumières
empêchoit=empêchait
espére=espère
angloise=anglaise
attendois=attendais
occupoit=occupait
passeroit=passerait
assûrer=assurer
considére=considère
'entr''autres=entre autres'
especes=espèces
avanture=aventure
partoient=partaient
appellait=appelait
applaudissemens=applaudissements
'qu''étoit=qu''était'
attendois=attendais
marchoient=marchaient
recevois=recevais
tâchoit=tachait
retenoit=retenait
exprimoit=exprimait
calender=calendre
affoibli=affaibli
partageois=partageais
doutois=doutais
demandois=demandais
fimes=fîmes
appartenoit=appartenait
sçavent=savent
'entr''eux=entre eux'
mettois=mettais
vivois=vivais
regnez=régnez
abyme=abime
brilloient=brillaient
jouïr=jouir
fraix=frais
quatriéme=quatrième
piége=piège
assûra=assura
rafraîchissemens=rafraîchissements
rouloit=roulait
séparoit=séparait
serroit=serrait
flattoient=flattaient
sçache=sache
haye=haie
ahi=aïe
connoissant=connaissant
frappans=frappants
soupiroit=soupirait
brûloit=brûlait
galligene=galligène
songeois=songeais
couroient=couraient
fermiere=fermière
tressaillemens=tressaillements
esperer=espérer
cahos=cahot
gouter=goûter
rejetté=rejeté
remédes=remèdes
presence=présence
reprochoit=reprochait
etrangere=étrangère
sçaurai=saurai
'entr''elles=entre elles'
livroit=livrait
pa=pas
san=sans
attendoit=attendait
scythie=scythe
plû=plu
brilloit=brillait
languissans=languissant
détestoit=détestait
mettoient=mettaient
renouvella=renouvela
occupoit=occupait
manége=manège
chimeres=chimères
barriere=barrière
chevres=chèvres
infame=infâme
refusoit=refusait
secréte=secrète
fondoit=fondait
serviroit=servirait
continuois=continuais
effrayans=effrayons
désespere=désespéré
désagrémens=désagrément
juroit=jurait
pieces=pièces
derniéres=dernières
légére=légère
secrete=secrète
rélations=rélations
playe=plaie
rioit=riait
travailloit=travaillait
cinquieme=cinquième
battemens=battement
commencemens=commencement
privilége=privilège
élevent=élèvent
tremblans=tremblant
avançoient=avançaient
appercevant=appercevant
releve=relève
ous=vous
interêt=intérêt
allarme=alarme
connait=connait
mêts=mets
aërien=aérien
faitrice=faitrice
ue=que
servoient=servaient
reposoit=reposait
funebre=funèbre
tranquilité=tranquilité
allez=allez
tirannie=tyrannie
désirois=désirais
mourrois=mourrais
frippon=fripon
réglemens=réglement
appercevoit=appercevait
faiteur=faiseur
côteau=coteau
secrétement=secrètement
monnoie=monnaie
roch=roche
coëffure=coiffure
songeoit=songeait
levoit=levait
oseroit=oserait
naissans=naissant
acheve=achève
jettois=jettais
excitoit=excitait
pleurois=pleurais
païs=pays
souhaitois=souhaitais
assistans=assistant
sanglottant=sanglottant
rendrois=rendrais
connoissons=connaissons
préféroit=préférait
ministere=ministère
répéte=répète
composoient=composaient
gardoit=gardait
espere=espère
verds=verts
errans=errant
soeur=sœur
perdroit=perdrait
répétoit=répétait
aprendre=apprendre
réguliere=régulière
chaines=chaînes
regles=règles
rencontroient=rencontraient
coûteroit=coûterait
peignoient=peignaient
los=lot
lisois=lisais
paroîtroit=paraîtrait
couvroient=couvraient
félicitoit=félicitait
montroient=montraient
cinquiéme=cinquième
gayeté=gaieté
entretenoient=entretenaient
contribuoit=contribuait
calmoit=calmait
inquiéte=inquiète
ignoroient=ignoraient
presente=présente
jettés=jettés
'lorsqu''après=lorsqu''après'
ons=ont
infidele=infidèle
garderobe=garde-robe
niece=nièce
fuyoit=fuyait
mettroit=mettrait
coulerent=coulèrent
suivoient=suivaient
destinoit=destinait
entendoit=entendait
lassoit=lassait
appaisé=apaisé
palerme=palerme
commandoit=commandait
légerement=légèrement
accabloit=accablait
gaiment=gaiement
plaisois=plaisais
modeles=modèles
mériteroit=mériterait
attiroient=attiraient
connoissions=connaissions
témerité=témérité
occupoit=occupait
rafinement=rafinement
di=dit
retentissoit=retentissait
animoit=animait
jouissoient=jouissaient
heros=héros
ressouvenirs=ressouvenir
marchois=marchais
signora=signora
restois=restais
imposoit=imposait
succédoient=succédaient
causoient=causaient
souhaitoit=souhaitait
attroit=attrait
courois=courais
playes=plaies
dûs=dû
étendoit=étendait
tou=tout
sentiroit=sentirait
imaginois=imaginais
voye=voie
sourioit=souriait
verité=vérité
chevre=chèvre
tre=tre
attendoient=attendaient
désiroit=désirait
bucher=bucher
consistoit=consistait
empressoit=empressait
appaiser=apaiser
passoit=passait
soufle=souffle
traitoit=traitait
prelat=prélat
sçachant=sachant
ſerois=serais
deſirs=désirs
préfere=préfère
sçû=su
amérement=amèrement
ameres=amères
aye=aie
deſir=désir
collége=collège
infidelle=infidèle
epouse=épouse
ramenoit=ramenait
présentoient=présentaient
sureté=sûreté
mons=mont
consoloit=consolait
vou=vous
sçavant=savant
austere=austère
ressentois=ressentais
sortoient=sortaient
phisionomie=physionomie
poussiére=poussière
pon=pont
aimoient=aimaient
prodiguoit=prodiguait
succéderent=succéderont
enleve=enlève
proposois=proposais
cateau=cadeau
promenoit=promenait
apperçûmes=apperçûmes
inquiete=inquiète
méne=mène
habitoit=habitait
pénétrent=pénétrent
fustigateur=fustigateur
ſembloit=semblait
évènemens=événement
bâtimens=bâtiment
goûtoit=goûtat
envoyoit=envoyait
assûré=assuré
suivans=suivant
occupois=occupais
apperçoit=appercevait
observoit=observait
possédent=possédant
verroient=verraient
imaginois=imaginais
rappellée=rappellée
annonçoit=annonçait
plaignois=plaignais
menoient=menaient
souffrois=souffrais
miséres=misères
attendoit=attendait
géneral=général
merité=mérité
appellez=appellez
apprenoit=apprenait
matieres=matières
assûrée=assurée
paîtrit=paîtrit
'contr''elle=contre elle'
mangeoit=mangeait
admiroit=admirait
suivois=suivais
sanglans=sanglant
marquoient=marquaient
emportemens=emportement
expédiens=expédient
écriois=écriais
reconnoissois=reconnaissais
pénétroit=pénétrait
'grand''chose=grande chose'
voeux=vœux
eternel=éternel
employoit=employait
apperçois=apercevais
racontoit=racontait
ravissemens=ravissement
tomberent=tombèrent
sacrilége=sacrilège
assuroit=assurait
tion=discrétion
hazarder=hasarder
quitterent=quittèrent
affectoit=affectait
séduisans=séduisant
découvroit=découvrait
conviendroit=conviendrait
retournoit=retournait
bienfaisans=bienfaisant
souleve=soulève
suporter=supporter
tendoit=tendait
cédoit=cédait
conservoit=conservait
sinceres=sincères
déguisemens=déguisement
arrivoient=arrivaient
cortége=cortège
celuici=celui-ci
essuyoit=essuyait
rouloient=roulaient
foix=fois
mouroit=mourait
légéres=légères
indifférens=indifférent
importoit=importait
oseroit=oserait
suffisoient=suffisaient
amenoit=amenait
assûrances=assurances
sçus=sus
assûre=assure
appelloit=appelait
remercîments=remerciements
embrassoit=embrassait
apperçoivent=aperçoivent
brûlois=brûlais
paroiſſoit=paraissait
nuds=nus
désormois=désormais
attachemens=attachement
stratagêmes=stratagèmes
prens=prends
naissoit=naissait
soulagemens=soulagement
solemnellement=solennellement
barrieres=barrières
représentois=représentais
répondoient=répondaient
chiméres=chimères
fleches=flèches
tourmentoit=tourmentait
voyes=voies
'aujourd=aujourd''hui'
sû=su
partageoient=partageaient
absens=absent
dequoi=de quoi
méritois=méritais
diner=dîner
trouvames=trouvâmes
exprimoient=exprimaient
nourrissoit=nourrissait
appercevant=apercevont
sortois=sortais
travaillois=travaillais
laisseroit=laisserat
murmuroit=murmurait
garderobes=garde-robes
prévoyois=prévoyais
établissemens=établissement
mourans=mourant
partimes=partîmes
vraîment=vraiement
piramide=pyramide
arriveroit=arriverait
sévére=sévère
confidens=confident
ignoroit=ignorait
laisserent=laissèrent
foutit=foutit
singuliére=singulière
ignorans=ignorant
rejetta=rejetta
scenes=scènes
porteroit=porterait
produisoit=produisait
formois=formais
attendois=attendais
négre=nègre
intéressoit=intéressait
trouveroient=trouveraient
légeres=légères
considérois=considérais
serviroient=serviraient
louoit=louait
gagnoit=gagnait
sincéres=sincères
déroboit=dérobait
soupçonnois=soupçonnais
aprendre=apprendre
desirerois=désirerais
demanderent=demandèrent
préparois=préparais
appeloit=appelait
rappellois=rappellais
courier=courrier
pénétre=pénètre
commencerent=commenceront
just=juste
versoit=versait
chaumiere=chaumière
agissoit=agissait
ressentimens=ressentiment
entrerent=entreront
ajustemens=ajustement
faiſois=faisais
menois=menais
parcourois=parcourais
prononçoit=prononçait
reclamer=réclamer
retranchemens=retranchement
piquoit=piquait
apris=appris
environnoit=environnait
possédois=possédais
plairoit=plairait
jé=je
combattans=combattant
apris=appris
desirent=désirent
lû=lu
altiere=altière
sçaurez=saurez
reprochois=reprochais
reconnoissent=reconnaissent
assûrant=assurant
fidéles=fidèles
diſoit=disait
jetterent=jettèrent
accompagnoit=accompagnait
foux=foux
prévû=prévu
succede=succède
porterent=portèrent
éclatoit=éclatait
enlevement=enlèvement
connoiſſance=connaissance
amourpropre=amour propre
entouroit=entourait
rentroit=rentrait
deviendroient=deviendraient
fidelles=fidèles
aimeroit=aimerat
rendroient=rendraient
carriére=carrière
appellons=appelons
entroient=entraient
occupoient=occupaient
noeuds=nœuds
prévenoit=prévenait
tempéramment=tempérament
enchantemens=enchantement
'contr''eux=contre eux'
retiroit=retirait
repliquer=répliquer
aga=aga
détruisoit=détruisait
rassûrer=rassurer
interieur=intérieur
projettée=projetée
arrachoit=arrachait
agitoit=agitait
aimerois=aimerais
ornemens=ornement
apprendroit=apprendrait
sçusse=susse
prouvoit=prouvait
disparait=disparait
perir=périr
empêchoit=empêchait
penserois=penserais
empressoient=empressaient
sentoient=sentaient
mystére=mystère
évenemens=événement
redoubloit=redoublait
manquerent=manquèrent
séveres=sévères
écouloient=écoulaient
éclairoit=éclairait
apprenois=apprenais
faisance=faisance
élancemens=élancement
roit=rait
savans=savant
rians=riant
redoutois=redoutais
pardonneroit=pardonnerait
infidéle=infidèle
ca=ça
regrettoit=regrettait
resterent=restèrent
sacriléges=sacrilèges
phénomene=phénomène
stilet=stilet
adoroit=adorait
reconnoiſſance=reconnaissance
matiéres=matières
retournerent=retournèrent
otez=ôtez
tiendroit=tiendrait
assûrer=assurer
avançois=avançais
entouroient=entouraient
sévérement=sévèrement
etat=état
attendrissoit=attendrissait
tâchois=tâchais
déploye=déploie
conjuroit=conjurait
veilloit=veillait
procuroit=procurait
entretenoit=entretenait
regler=régler
jugeroit=jugerait
abondans=abondant
diadême=diadème
leger=léger
bruyans=bruyant
distinguoit=distinguait
croissoit=croissait
relevoit=relevait
regnent=règnent
extrêmité=extrémité
ou=ou
redemandoit=redemandait
prétendoient=prétendaient
assûrai=assurai
frappoit=frappait
parcouroit=parcourait
baisoit=baisait
raport=rapport
supposoit=supposait
differens=différent
imaginois=imaginais
méchanisme=méchanisme
éxistence=existence
embarrassé=embarassé
célébres=célèbres
tranquilement=tranquillement
jettez=jetez
fraicheur=fraicheur
efforçois=efforçais
vivroit=vivrait
connoissiez=connaissiez
priois=priais
évenement=événement
'presqu''isle=presqu''isle'
belier=bélier
caffé=café
apperçurent=aperçurent
piéce=pièce
meurtriere=meurtrière
élevoit=élevait
éclatans=éclatant
apportoit=apportait
aimois=aimais
phantômes=fantômes
rougissoit=rougissait
band=bande
gagerois=gagerais
sçaura=saura
trahissoit=trahissait
rejetton=rejetons
surprenoit=surprenait
mourroit=mourait
consultoit=consultait
entrames=entrâmes
dévorans=dévorant
surpassoit=surpassat
frontieres=frontières
allarmé=alarmé
précédens=précédent
soupçonnoit=soupçonnait
jettait=jettait
allerent=allèrent
rapeller=rappeler
pénétrans=pénétrant
régnent=règnent
allez=allez
sbirres=sbirres
succédoit=succédait
retenoient=retenaient
occupoit=occupait
grossiere=grossière
préfére=préfère
disparoissent=disparaissent
assûrément=assurément
legers=légers
courans=courant
ressembloient=ressemblaient
montoit=montait
parlerent=parlèrent
préparoient=préparaient
crystal=cristal
examinois=examinais
eſpece=espèce
résistoit=résistait
voi=voie
secretement=secrètement
communiquoit=communiquait
fragmens=fragment
attribuoit=attribuait
esperance=espérance
brisoit=brisait
frapperent=frappèrent
sphere=sphère
chimere=chimère
deviendrois=deviendrais
comptoient=comptaient
oeuvres=œuvres
ybagnez=y bagnez
insolens=insolent
dévorois=dévorais
reprenois=reprenais
particuliére=particulière
embarquames=embarquâmes
parlerois=parlerais
précede=précède
repoussoit=repoussait
rappelloient=rappellaient
considéroit=considérait
souffriroit=souffrirait
déjeûné=déjeuné
suivroit=suivrait
environnoient=environnaient
'grand''peur=grande peur'
retentissoient=retentissaient
frémissoit=frémissait
penserent=pensèrent
affoiblir=affaiblir
dormoit=dormait
osoient=osaient
conduisoient=conduisaient
remplissoient=remplissaient
appeller=appeler
revenois=revenais
habillemens=habillement
cerémonies=cérémonies
vivrois=vivrais
pressois=pressais
pleuroient=pleuraient
appeller=appeler
moëlleux=moelleux
occupoient=occupaient
consumoit=consumait
penible=pénible
donneroient=donneraient
gênoit=gênait
protege=protège
détournoit=détournait
revenoient=revenaient
dégénere=dégénère
seme=sème
comprenois=comprenas
consentoit=consentait
sauroient=sauraient
côteaux=coteaux
rassembloit=rassemblait
apis=apis
contraignoit=contraignait
reverrois=reverrais
confioit=confiait
retraçoit=retraçait
prudens=prudent
quelquesuns=quelques-uns
séve=sève
affoiblissoit=affaiblissait
remercîment=remerciement
ravissans=ravissant
irois=irais
annonçoit=annonçait
intéressoit=intéressait
inspiroient=inspiraient
surcroit=surcroît
éxistence=existence
inspiroient=inspiraient
demeuroient=demeuraient
attendû=attenda
redoublerent=redoublèrent
'presqu''en=presque en'
pressans=pressant
'entr''elle=entre elle'
attachoit=attachait
sçavans=savant
présenterent=présentèrent
ecris=écrit
frémissemens=frémissement
craindrois=craindrais
succedent=succèdent
rechercheurs=rechercheurs
trembloit=tremblait
quatres=quatre
augmentoient=augmentaient
aimois=aimais
déchiroient=déchiraient
découvrois=découvrais
célébrent=célèbrent
jetoit=jetait
flottoit=flottait
decrets=décrets
défendoit=défendait
dûe=due
déréglemens=dérèglement
appercevois=apercevais
appeloit=appelait
audessus=au-dessus
éxige=exige
bucheron=bucheron
troubloit=troublait
baignoit=baignait
oeuvre=œuvre
condamnoit=condamnait
demanderoit=demanderait
duroit=durait
rafiné=raffiné
combattoit=combattait
nôces=noces
faisantes=faisantes
avertissemens=avertissement
échappoit=échappait
oeuvre=œuvre
souterrein=souterrain
oserois=oserais
septieme=septième
marquois=marquais
échaper=échapper
cuisans=cuisant
vuider=vider
félicitois=félicitais
expirans=expirant
craindroit=craindrait
chimére=chimère
pensoient=pensaient
fierement=fièrement
éléve=élève
envisageois=envisageais
rassembloient=rassemblaient
constans=constant
appuye=appuie
adressoit=adressait
croye=croie
frimats=frimas
tarderent=tardèrent
colomnes=colonnes
étendoit=étendait
réligion=réligion
amusois=amusais
prophête=prophète
appercevant=apercevant
répandoient=répandaient
écrioient=écriaient
bisarrerie=bizarrerie
manquois=manquais
causeroit=causerait
poussoit=poussait
apperçût=apperçût
exerçoit=exerçat
dernierement=dernièrement
sçauras=sauras
ecrivains=écrivains
méditois=méditais
supposois=supposais
antée=ante
convenoient=convenaient
ausquels=auxquels
tournoit=tournait
ferremens=ferrement
ressentoient=ressentaient
simétrie=symétrie
diſois=disais
por=pour
étincellans=étincelant
pédans=pédant
écoulerent=écoulèrent
plongeoit=plongeait
assûrer=assurer
infideles=infidèles
forçoient=forçaient
allarmez=alarmez
observoit=observait
assûroit=assurait
fouterie=fouterie
labirinte=labyrinthe
accabloit=accablait
nes=nés
panchant=penchant
tarderoit=tarderait
frapé=frappé
léve=lève
méditoit=méditait
entiéres=entières
