filename	au-name	au-birth	au-death	title	au-gender	firsted-yr	printSource-yr	form	spelling	data-capture	token count	vols_count	size	bgrf	author_wikidata	author_MiMoText-ID	title_wikidata	title_MiMoText-ID	lang	publisher	distributor	distribution_date	copyright_status	digitalSource_Title	digitalSource_Ref	digitalSource_Publisher	digitalSource_Date	printSource_title	printSource_author	printSource_pubPlace	printSource_publisher	printSource_date	resp_datacapture	resp_encoding
Duclos_Memoires	Charles Pinot Duclos	1704	1772	Mémoires pour servir à l'histoire des mœurs du XVIII. siècle	M	1751	1751	autodiegetic	modern	semi-automatic transcription	37842	1	short	51.22	Q982034	Q322	Q123193885	Q1221	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Mémoires pour servir à l'histoire des moeurs du XVIII siècle	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/314/	The Intertextual Hub	unknown	Mémoires pour servir à l'histoire des mœurs du XVIII. siècle	Charles Pinot Duclos	unknown	unknown	1751	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Ducray_Cinquante	François Guillaume Ducray-Duminil	1761	1819	Les Cinquante francs de Jeannette	M	1798	1798	heterodiegetic	historical	double keying	72573	2	medium	99.76	Q2072208	Q325	Q123193886	Q1100	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Cinquante francs de Jeannette.	https://gallica.bnf.fr/ark:/12148/bpt6k97947457, https://gallica.bnf.fr/ark:/12148/bpt6k9794744t	Bibliothèque national de France	2017, 2017	Les Cinquante francs de Jeannette	François-Guillaume Ducray-Duminil	Paris	Le Prieur	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Ducray_Coelina	François Guillaume Ducray-Duminil	1761	1819	Coelina ou l'enfant du mystère	M	1799	1798	heterodiegetic	modern	semi-automatic transcription	244474	6	long	99.77	Q2072208	Q325	Q123193888	Q2744	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Coelina ou l'enfant du mystère	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/791/	The Intertextual Hub	unknown	Coelina ou l'enfant du mystère	François Guillaume Ducray-Duminil	Paris	Le Prieur	1798	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Ducray_Soirees	François-Guillaume Ducray-Duminil	1761	1819	Les Soirées de la chaumière	M	1758	1845	autodiegetic	historical	double keying	309807	2	long	95.18	Q2072208	Q325	Q123193887	Q2511	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Soirées de la chaumière, ou les Leçons du vieux père... par le                        Citoyen Ducray-Duminil.	http://gallica.bnf.fr/ark:/12148/bpt6k54214555, http://gallica.bnf.fr/ark:/12148/bpt6k61522323	Bibliothèque nationale de France	2010, 2010	Les Soirées de la chaumière, ou les Leçons du vieux père	François-Guillaume Ducray-Duminil	Paris	Leclere	1845	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Ducray_Victor	François Guillaume Ducray-Duminil	1761	1819	Victor ou l'enfant de la forêt	M	1796	1796	heterodiegetic	modern	semi-automatic transcription	170547	4	long	97.23	Q2072208	Q325	Q109921696	Q2567	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Victor ou l'enfant de la forêt	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/775/	The Intertextual Hub	unknown	Victor ou l'enfant de la forêt	François Guillaume Ducray-Duminil	Paris	Le Prieur	1796	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Dulaurens_Compere	Henri-Joseph Du Laurens	1719	1793	Le Compère Mathieu	M	1766	1831	autodiegetic	modern	semi-automatic transcription	145316	4	long	66.21	Q345858	Q317	Q123246883	Q1566	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Compère Mathieu ou les Bigarrures de l'esprit humain	https://www.frantext.fr/	Frantext	unknown	Le Compère Mathieu ou les Bigarrures de l'esprit humain	Henri-Joseph Dulaurens	unknown	unknown	1831	frantext	Johanna Konstanciak
Dulaurens_Imirce	Henri-Joseph Du Laurens	1719	1793	Imirce ou la Fille de nature	M	1765	1922	autodiegetic	modern	OCR	69039	1	medium	65.21	Q345858	Q317	Q123001051	Q1528	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Imirce : ou, La fille de la nature	https://archive.org/details/imirceoulafil00dula	Internet Archive	2010	Imirce ou la Fille de nature	Henri-Joseph Dulaurens	Paris	A L'enseigne du Bon Vieux Temps	1922	Internet Archive/University of Ottawa	Julia Dudar
Duvernet_Devotions	Théophile Imarigeon Duvernet	1734	1796	Les dévotions de Mme de Bethzamooth et les Pieuses facéties de M. de Saint-Ognon	M	1790	1913	heterodiegetic	modern	semi-automatic transcription	16596	1	short	89.58	Q94885583	Q341	Q123001086	Q2356	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/03, https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/04#n1	Wikisource	2020	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	Théophile Imarigeon Duvernet	Paris	Bibliothèque des curieux (éditions Briffaut)	1913	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Duvernet_Guillaume	Théophile Imarigeon Duvernet	1734	1796	Monsieur Guillaume	M	1781	1781	heterodiegetic	historical	semi-automatic transcription	9626	1	short	81.18	Q94885583	Q341	Q123201646	Q2044	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Monsieur Guillaume, ou le disputeur.	https://gallica.bnf.fr/ark:/12148/bpt6k96179492	Bibliothèque national de France	2015	Monsieur Guillaume ou le disputeur	Théophile-Imarigeon Duvernet	unknown	unknown	1781	gallica	Johanna Konstanciak
Duvernet_Retraite	Théophile Imarigeon Duvernet	1734	1796	La retraite, les tentations et les confessions de madame la marquise de Montcornillon	M	1790	1913	heterodiegetic	modern	semi-automatic transcription	13040	1	short	90.34	Q94885583	Q341	Q123001159	Q2393	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/06	Wikisource	2020	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	Théophile Imarigeon Duvernet	Paris	Bibliothèque des curieux (éditions Briffaut)	1913	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Falconet_Debut	Ambroise Falconnet	1742	1817	Le début ou les premières aventures du chevalier de ***	M	1770	1770	heterodiegetic	historical	semi-automatic transcription	27254	1	short	70.45	Q67201355	Q351	Q123246884	Q1745	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le début, ou Les premières aventures du chevalier de***	https://gallica.bnf.fr/ark:/12148/bpt6k1510607m	Bibliothèque national de France	2017	Le début ou les premières aventures du chevalier de ***	Ambroise Falconet	L****, Paris	Rozet	1770	gallica	Johanna Konstanciak
Fievee_Dot	Joseph Fiévée	1767	1839	La Dot de Suzette	M	1797	1826	heterodiegetic	historical	semi-automatic transcription	33265	1	short	98.41	Q3184948	Q362	Q107275176	Q1092	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LaDotDeSuzanneOuHistoireDeMmeDeSenneterre	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	La Dot de Suzette, ou Histoire de Mme de Senneterre racontée par                        elle-même	Joseph Fiévée	unknown	unknown	1826	unknown	Amelie Probst
Florian_Estelle	Jean-Pierre Claris de Florian	1755	1794	Estelle	M	1788	1838	heterodiegetic	historical	double keying	33715	1	short	88.53	Q551740	Q365	Q123201650	Q1073	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Oeuvres de Florian. Estelle	https://gallica.bnf.fr/ark:/12148/bpt6k6477621h	Bibliothèque national de France	2013	Estelle	Jean-Pierre Claris de Florian	Paris	Ménard	1838	"double keying by ""Jiangsu"", China"	Julia Dudar
Florian_Galatee	Jean-Pierre Claris de Florian	1755	1794	Galatée	M	1783	1812	heterodiegetic	historical	double keying	21840	1	short	83.26	Q551740	Q365	Q123201649	Q1057	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Galatée, pastorale imitée de Cervantès ; [suivie de] Estelle, pastorale                        / par Florian	https://gallica.bnf.fr/ark:/12148/bpt6k202835b	Bibliothèque national de France	2007	Galatée, pastorale imitée de Cervantès	Jean-Pierre Claris de Florian	Paris	Ant. Aug. Renouard	1812	"double keying by ""Jiangsu"", China"	Julia Dudar
Florian_Numa	Jean-Pierre Claris de Florian	1755	1794	Numa Pompilius	M	1786	1786	autodiegetic	modern	semi-automatic transcription	71431	1	medium	86.34	Q551740	Q365	Q123201647	Q2207	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Numa Pompilius	https://www.frantext.fr/	Frantext	unknown	Numa Pompilius	Jean-Pierre Claris de Florian	Paris	Didot	1786	frantext	Johanna Konstanciak
Fourqueux_Zely	Madame de Fourqueux, Claude-Henri de Fusée, abbé de Voisenon	1728, 1708	1798, 1775	Zély	F	1775	1775	heterodiegetic	historical	double keying	25494	1	short	75.28	Q33141030, Q2976734	Q371, Q980	Q123201848	Q1045	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Zély, ou La difficulté d'être heureux , roman indien, suivi de Zima et                        des Amours de Victorine & de Philogène. Publiés par A.M. Dantu	https://gallica.bnf.fr/ark:/12148/bpt6k98038829	Bibliothèque national de France	2017	Zély, ou La difficulté d'être heureux, roman indien	Marie-Louise Auget de Monthyon, Madame de Fourqueux, Claude-Henri de Fusée, abbé de Voisenon	Paris	A Amsterdam, et se trouve à Paris, chez la veuve Duchesne	1775	"double keying by ""Jiangsu"", China"	Julia Dudar
Fyot_Memoires	Jean-Philippe Fyot de la Marche	1723	1772	Mémoires de monsieur de Berval	M	1752	1752	autodiegetic	historical	semi-automatic transcription	25995	1	medium	52.23	Q3168802	Q380	Q123201771	Q1252	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Mémoires De Monsieur De Berval	https://www.digitale-sammlungen.de/de/view/bsb10209108	Bayerische Staatsbibliothek	2009	Mémoires de monsieur de Berval	Jean P. Fyot de la Marche	Amsterdam	unknown	1752	Münchener DigitalisierungsZentrum	Johanna Konstanciak
Genlis_Adele	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Adèle et Théodore	F	1782	1782	epistolary	historical	semi-automatic transcription	262130	1	long	82.20	Q55037230	Q399	Q123201849	Q1054	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	AdeleEtTheodoreOuLettresSurLEducation	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Adèle et Théodore	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	Paris	M. Lambert et F. j. Baudouin	1782	unknown	Amelie Probst
Genlis_Chevaliers	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les Chevaliers du cygne	F	1795	1795	heterodiegetic	historical	semi-automatic transcription	193038	1	long	95.20	Q55037230	Q399	Q123201851	Q1084	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LesChevaliersDuCygneOuLaCourDeCharlemagne	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Les Chevaliers du cygne Ou La Cour De Charlemagne	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	unknown	unknown	1795	unknown	Amelie Probst
Genlis_Emigres	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les petits Emigrés	F	1798	1798	epistolary	modern	semi-automatic transcription	127941	2	long	98.44	Q55037230	Q399	Q123201853	Q2615	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Petits Emigrés	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/793/	The Intertextual Hub	unknown	Les petits Emigrés	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	unknown	unknown	1798	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Genlis_Meres	Stéphanie-Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les mères rivales ou la calomnie	F	1800	1819, 1819, 1819	epistolary	historical	semi-automatic transcription	225214	3	long	00.75	Q55037230	Q399	Q123201852	Q1197	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les mères rivales, ou la calomnie.	https://www.digitale-sammlungen.de/de/view/bsb10091773, https://www.digitale-sammlungen.de/de/view/bsb10091774, https://www.digitale-sammlungen.de/de/view/bsb10091775	Bayerische Staatsbibliothek	2009, 2009, 2009	Les mères rivales ou la calomnie	Madame de Genlis	Paris	Maradan	1819, 1819, 1819	Münchener Digitalisierungszentrum	Johanna Konstanciak
Gerard_Comte	Philippe Louis Gérard	1737	1813	Le Comte de Valmont	M	1774	1775	epistolary	historical	semi-automatic transcription	180258	1	long	74.15	Q60151324	Q446	Q123201854	Q1043	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LeComteDeValmont	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Le Comte de Valmont ou les égarements de la raison, lettres recueillies                        et publiées	Philippe Louis Gérard	unknown	unknown	1775	unknown	Amelie Probst
Gilbert_Familles	Nicolas Joseph Laurent Gilbert	1750	1780	Les Familles de Darius et d'Hidarne	M	1770	1770	epistolary	historical	semi-automatic transcription	56923	2	medium	70.47	Q1393327	Q402	Q123360234	Q1747	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Familles de Darius et d'Hidarne, ou Statira et Amestris	http://gallica.bnf.fr/ark:/12148/bpt6k6536981n, http://gallica.bnf.fr/ark:/12148/bpt6k65369822	Bibliothèque nationale de France	2013, 2013	Les Familles de Darius et d'Hidarne, ou Statira et Amestris	Nicolas Joseph Laurent Gilbert	La Haye, Paris	De Hansy le Jeune	1770	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Gimat_Voyage	Jean-Baptiste Jacques Gimat de Bonneval	1711	1783	Le voyage de Mantes	M	1753	1753	autodiegetic	historical	semi-automatic transcription	27307	1	medium	53.17	Q28579440	Q403	Q123201371	Q1275	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Voyage de Mantes, ou Les Vacances de 17... (par Gimat de Bonneval)	https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001100685200	Bibliothèque numérique de Lyon	unknown	Le voyage de Mantes	Jean-Baptiste Gimat de Bonneval	Amsterdam	unknown	1753	Numelyo - Bibliothèque numérique de Lyon	Johanna Konstanciak
Gorjy_Voyage	Jean-Claude Gorgy	1753	1795	Nouveau voyage sentimental	M	1791	1791	autodiegetic	historical	double keying	19016	1	short	84.27	Q15407023	Q418	Q123255413	Q1062	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Oeuvres de M. Gorjy ; 1-2. Nouveau voyage sentimental.	https://gallica.bnf.fr/ark:/12148/bpt6k63791460	Bibliothèque national de France	2012	Nouveau voyage sentimental	Jean-Claude Gorjy	Paris	Guillot	1791	"double keying by ""Jiangsu"", China"	Julia Dudar
Grandin_Paulin	Charles-François Grandin	1772	1836	Paulin ou les avantures du comte de Walter	M	1792	1792	heterodiegetic	historical	semi-automatic transcription	39702	2	short	92.17	Q3115303	Q426	Q123360235	Q2459	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Paulin, ou Les aventures du comte de Walter	https://gallica.bnf.fr/ark:/12148/bpt6k739327	Bibliothèque national de France	2007	Paulin ou les avantures du comte de Walter	Charles-François Grandin	Paris	Desenne, L'Esclapart	1792	gallica	Johanna Konstanciak
Jacquin_Parisiennes	Armand Pierre Jacquin	1721	1780	Lettres parisiennes sur le désir d'être heureux	M	1758	1758	epistolary	historical	double keying	61491	2	medium	58.13	Q60842185	Q487	Q123255414	Q1017	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Lettres parisiennes sur le désir d'être heureux.	https://gallica.bnf.fr/ark:/12148/bpt6k5619096d, https://gallica.bnf.fr/ark:/12148/bpt6k5619495c	Bibliothèque national de France	2009, 2009	Lettres parisiennes sur le désir d'être heureux	Armand-Pierre Jacquin	Paris, Genève	Duchesne	1758	"double keying by ""Jiangsu"", China"	Julia Dudar
Laclos_Liaisons	Pierre Choderlos de Laclos	1741	1803	Les Liaisons dangereuses	M	1782	1869	epistolary	modern	semi-automatic transcription	147847	1	long	82.17	Q212476	Q240	Q862050	Q1053	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Liaisons dangereuses	https://fr.wikisource.org/wiki/Les_Liaisons_dangereuses	Wikisource	2022	Les Liaisons dangereuses	Pierre Choderlos de Laclos	Bruxelles	J Rozez	1869	Wikisource contributors	Pia Geißel
Lagrave_Sophie	Comtesse de Lagrave	1770	1820	Sophie de Beauregard, ou Le véritable amour	F	1798	1798	epistolary	historical	double keying	57937	2	medium	99.104	Q106648935	Q522	Q123360236	Q1096	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Sophie de Beauregard, ou Le véritable amour. par L. C. L. G.	https://gallica.bnf.fr/ark:/12148/bpt6k65506085, https://gallica.bnf.fr/ark:/12148/bpt6k6550609k	Bibliothèque national de France	2013, 2013	Sophie de Beauregard, ou Le véritable amour	Comtesse de Lagrave	Paris	Le Prieur	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Lagrave_Zabeth	Comtesse de Lagrave	1770	1820	Zabeth, ou la Victime de l'ambition	F	1798	1798	heterodiegetic	historical	double keying	73653	2	medium	99.105	Q106648935	Q522	Q123360237	Q1097	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Zabeth, ou la Victime de l'ambition.	https://gallica.bnf.fr/ark:/12148/bpt6k9626032n, https://gallica.bnf.fr/ark:/12148/bpt6k96260317	Bibliothèque national de France	2015, 2015	Zabeth, ou la Victime de l'ambition	Comtesse de Lagrave	Paris	Le Prieur	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Laveaux_Eusebe	Jean-Charles Laveaux	1749	1827	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons	M	1785	1785	heterodiegetic	historical	OCR	29867	1	short	85.33	Q649330	Q535	Q123255415	Q2176	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous                        vivons	http://gallica.bnf.fr/ark:/12148/bpt6k5795145n	Bibliothèque national de France	2013	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons	Jean-Charles Laveaux	Amsterdam	Amsterdam les héritiers de MM. Rey	1785	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak, Christof Schöch
Leonard_Clementine	Nicolas-Germain Léonard	1744	1793	La Nouvelle Clémentine	M	1774	1774	epistolary	modern	semi-automatic transcription	13617	1	short	74.20	Q970715	Q636	Q123255416	Q1044	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Nouvelle Clémentine, ou Lettres de Henriette du Berville	https://www.frantext.fr/	Frantext	unknown	La Nouvelle Clémentine, ou Lettres de Henriette du Berville	Nicolas-Germain Léonard	La Haye, Paris	Monory	1774	frantext	Johanna Konstanciak
Leonard_Lettres	Nicolas-Germain Léonard	1744	1793	Lettres de deux amants habitants de Lyon	M	1783	1783	epistolary	historical	double keying	66105	2	medium	83.31	Q970715	Q636	Q123255417	Q1058	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Lettres de deux amans habitans de Lyon, publiées par M. Léonard	https://gallica.bnf.fr/ark:/12148/bpt6k5787114f, https://gallica.bnf.fr/ark:/12148/bpt6k5720179z	Bibliothèque national de France	2010, 2010	Lettres de deux amants habitants de Lyon	Nicolas-Germain Léonard	Londres	Desenne	1783	"double keying by ""Jiangsu"", China"	Julia Dudar
Lesuire_Aventurier	Robert-Martin Lesuire	1737	1815	L'Aventurier François	M	1782	1785, 1785, 1786, 1786	autodiegetic	historical	double keying	217976	4	long	82.27	Q3434367	Q608	Q123255418	Q1055	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Seconde suite de l'Aventurier franc̜ois, contenant les mémoires de                        Cataudin.	https://gallica.bnf.fr/ark:/12148/bpt6k1018409, https://archive.org/details/laventurierfran00unkngoog, https://gallica.bnf.fr/ark:/12148/bpt6k101841p, https://gallica.bnf.fr/ark:/12148/bpt6k1018422	Bibliothèque national de France, Internet Archive	2007, 2009, 2007, 2007	L'Aventurier François ou Mémoires de Grégoire Merveil	Robert-Martin Lesuire	Londres, Paris	A Londres. Et se trouve à Paris, chez l'auteur. Et chez Quillau l'aîné, la veuve Duchesne. Belin [et 2 autres].	1785, 1785, 1786, 1786	"double keying by ""Jiangsu"", China"	Julia Dudar
Lesuire_Crime	Robert-Martin Lesuire	1737	1815	Le crime	M	1789	1789	epistolary	historical	double keying	180776	4	long	89.81	Q3434367	Q608	Q123255419	Q1076	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le crime, ou Lettres originales, contenant les aventures de César de                        Perlencour.	https://gallica.bnf.fr/ark:/12148/bpt6k5474967d, https://gallica.bnf.fr/ark:/12148/bpt6k5471755k, https://gallica.bnf.fr/ark:/12148/bpt6k54717137, https://gallica.bnf.fr/ark:/12148/bpt6k54715035	Bibliothèque national de France	2009, 2008, 2008, 2008	Le crime, ou Lettres originales, contenant les aventures de César de                        Perlencour	Robert-Martin Lesuire	Bruxelles, Paris	Dujardin	1789	"double keying by ""Jiangsu"", China"	Julia Dudar
Linguet_Voyage	Simon-Nicolas Henri Linguet	1736	1794	Voyage au labirinthe du jardin du roi	M	1755	1755	mixed	historical	semi-automatic transcription	2496	1	short	55.27	Q1505526	Q616	0	Q1328	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Voyage au labirinthe du jardin du roi	https://gallica.bnf.fr/ark:/12148/bpt6k1416833d	Bibliothèque national de France	2019	Voyage au labirinthe du jardin du roi	Simon-Nicolas-Henri Linguet	La Haye	Les Libraires Associés	1755	gallica	Johanna Konstanciak
Loaisel_Ainsi	Joseph-Marie Loaisel de Tréogate	1752	1812	Ainsi finissent les grandes passions	M	1788	1788	epistolary	modern	semi-automatic transcription	69971	2	medium	87.54bis	Q56062794	Q619	Q123255423	Q1071	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Ainsi finissent les grandes passions, ou les Dernières amours du                        chevalier de ***	https://www.frantext.fr/	Frantext	unknown	Ainsi finissent les grandes passions, ou les Dernières amours du                        chevalier de ***	Joseph Marie Loaisel de Tréogate	Paris	Poinçot	1788	frantext	Johanna Konstanciak
Loaisel_Comtesse	Joseph-Marie Loaisel de Tréogate	1752	1812	La Comtesse d'Alibre	M	1779	1779	heterodiegetic	historical	double keying	31565	1	short	79.22	Q56062794	Q619	Q123360239	Q1051	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Comtesse d'Alibre, ou Le cri du sentiment , anecdote françoise, par                        M. Loaisel de Tréogate	https://gallica.bnf.fr/ark:/12148/bpt6k9740937r	Bibliothèque national de France	2016	La Comtesse d'Alibre	Joseph Marie Loaisel de Tréogate	La Haye	Belin	1779	"double keying by ""Jiangsu"", China"	Julia Dudar
Louvet_Annee	Jean-Baptiste Louvet de Couvrai	1760	1797	Une année dans la vie du chevalier de Faublas	M	1787	1960	autodiegetic	historical	semi-automatic transcription	119518	5	long	87.56	Q1362457	Q630	Q123255424	Q1072	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Romanciers du 18e siècle, t. 2., Une année dans la vie du chevalier de                        Faublas	https://www.frantext.fr/	Frantext	unknown	Une année dans la vie du chevalier de Faublas	Jean-Baptiste Louvet de Couvray	Paris	unknown	1960	frantext	Johanna Konstanciak
Louvet_Fin	Jean-Baptiste Louvet de Couvrai	1760	1797	La Fin des amours de Faublas	M	1790	1884	autodiegetic	historical	semi-automatic transcription	145653	1	medium	90.47	Q1362457	Q630	Q123001308	Q1077	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les amours du chevalier de Faublas	https://www.gutenberg.org/files/62120/62120-h/62120-h.htm, https://gallica.bnf.fr/ark:/12148/bpt6k97411253, https://gallica.bnf.fr/ark:/12148/bpt6k9740975f, https://gallica.bnf.fr/ark:/12148/bpt6k9740953v	Projekt Gutenberg, Bibliothèque national de France	2020, 2016	La Fin des amours de Faublas	Jean-Baptiste Louvet de Couvrai	Paris, London	unknown	1884, 1790	gutenberg contributors, gallica	Amelie Probst, Johanna Konstanciak
